,opinion,año,mes,retroalimentacion
720,"Très bel hôtel de classe réhabilité dans un ancien grand magasin avec beaucoup de goût. Du personnel très attentionné. Hôtel magnifiquement situé à quelques mètres de la place centrale, avec des chambres très spacieuses et très confortables, dignes de la classe de l'hôtel. Petit-déjeuner buffet dans le restaurant du RdC de très bonne qualité. Un petit bémol: le hall d'entrée, très beau avec une magnifique verrière, est plutôt froid en raison de l'ouverture quasi permanente de la porte d'entrée qui donne sur la rue et provoque des courants d'air. Mais rien à redire sur le reste.",2018,11,1
721,Truly amazing hotel,2018,11,1
722,"Beautiful Hotel the center of everything very clean, staff helpful and caring.. Restaurant and Bar.. Security on premises 24 hours/. Wonderful and friendly staff.",2018,11,1
723,"It was a great stay at Gran Hotel Cuidad De Mexico. Everything is close by you have restaurants, shopping stores, and historic sites.",2018,11,1
724,Sin reseña,2018,11,1
725,"Our experience at this hotel was outstanding. The staff the best, rooms very clean, amenities very thoughtful to the needs of guests. The location very convenient to all historical sites and to pick up day trips to many points of interest around and outside of Mexico City. We will definitely return to this hotel and are very grateful to the staff for making our week long stay a great experience in Mexico City.",2018,11,1
726,格式あるホテルで設備も充実、フロント、ベルボーイ皆さんとても親切でした。メイン広場に面していて観光にも適してます。,2018,11,1
727,"This is a beautiful hotel. Our room had an amazing view of the Zocalo so we were able to do a lot of people watching. The staff was fluent in English, which is helpful for a person whose Spanish consists of please and thank you. The bed was absolutely the most comfortable bed I have ever slept in in Mexico. The room was extremely clean.",2018,11,1
728,Super friendly hotel staff. Welcome champagne and sweets. Right in the heart of zocalo so lots to see. Buffet breakfast okay. Would definitely stay here again and recommend to others.,2018,11,1
729,"Beautiful Art Nouveau hotel in the heart of Mexico City with stunning views over the Zocalo. The hotel boasts one of the largest Tiffany Glass pieces in the world, all one has to do is look up, it's the entire ceiling of the lobby of the hotel! Our room was comfortable and had fantastic views of the Zocalo (main square of Mexico City). Bathroom was well appointed with every amenity one would need. The hotel is showing a little ware in some parts like the carpeting and wall paper but otherwise a lovely property. We enjoyed dinner twice at the rooftop restaurant Terraza. One evening the service was amazing! We went another night while they had their BBQ and the service was not as good. Better to go during an al a carte evening. The staff was wonderful and made us feel well taken care of and safe. They have round the clock security at the main entrance. There is champagne out in the lobby at all times and was a welcomed refreshment after a long day of walking around and touring. I would stay at the Gran Hotel again when returning to CDMX!",2018,11,1
730,Sin reseña,2018,10,1
731,Sin reseña,2018,10,1
732,Sin reseña,2018,10,1
733,"Staff was very friendly, excellent location. Several eating options",2018,10,1
734,the hotel stuff was very friendly and knowledgable,2018,10,1
735,Sin reseña,2018,10,1
736,Great place!! Great location and the stained glass on the ceiling is magical!,2018,9,1
737,"The hotel is beautiful with stain glas and adjacent to the Zócalo the common name of the main square in central Mexico City . Walking distance to Cathedral, Templo Mayor, restaurants and lots of shopping , Our hotel room was very spacious and very well maintained. We were greeted by Salvador a most gracious and caring doorman. Salvador is super courteous and has great personality. As we checked in we were welcomed with a glass of Champagne. I also want to thank Javier, Enrique and Cintia for the wonderful care we received throughout our stay. This is a 5 stars hotel no question about it. Thank you.",2018,9,1
738,Sin reseña,2018,9,1
739,All the employees were very helpful and friendly the hotel it’s beautiful,2018,9,1
740,Sin reseña,2018,10,1
741,Sin reseña,2018,10,1
742,Sin reseña,2018,10,1
743,"Staff was very friendly, excellent location. Several eating options",2018,10,1
744,the hotel stuff was very friendly and knowledgable,2018,10,1
745,Sin reseña,2018,10,1
746,Great place!! Great location and the stained glass on the ceiling is magical!,2018,9,1
747,"The hotel is beautiful with stain glas and adjacent to the Zócalo the common name of the main square in central Mexico City . Walking distance to Cathedral, Templo Mayor, restaurants and lots of shopping , Our hotel room was very spacious and very well maintained. We were greeted by Salvador a most gracious and caring doorman. Salvador is super courteous and has great personality. As we checked in we were welcomed with a glass of Champagne. I also want to thank Javier, Enrique and Cintia for the wonderful care we received throughout our stay. This is a 5 stars hotel no question about it. Thank you.",2018,9,1
748,Sin reseña,2018,9,1
749,All the employees were very helpful and friendly the hotel it’s beautiful,2018,9,1
750,"A beautiful historic hotel centrally located right on the Zocalo. Staff accommodating and friendly.Room was extremely spacious, clean, with a great view of the square.Very quiet and heavy curtains available to make the room totally dark for sleeping in. Some nice touches at check-in; complimentary champagne, a personalized plate of pastries in the room. The only downside were the dining options in the hotel. The breakfast buffet seemed a bit tired and the terrace restaurant lacking. We opted instead for a couple of excellent meals within walking distance. The entrance to the hotel is a bit funky, as the main doorway is not on the Zocalo, but on a pedestrian only side street. When we were dropped off by taxi from the airport, it was on the corner about 20 meters from the actual entrance. There is a driveway in the parking garage that accesses another entry, but cab drivers don't seem to know how to get in there. Not a big deal, just a bit awkward. For a big hotel it was quiet, comfortable, and serene. We felt secure and the staff knew us by name when we returned a few weeks later at the end of our trip. Overall positive experience. We'll be back on our next trip to CDMX.",2018,9,1
751,"Beautiful historical hotel, perfect location, nice staff, would stay again any time.",2018,8,1
752,Would recommend staying at this hotel with great location and all you need. The staff were pleasant and accommodating.,2018,8,1
753,建物、内装、スタッフ対応すべてにおいて、快適でした。また、利用してみたいです。,2018,8,1
754,Everything was great. Service is spectacular and the place is very nice.,2018,8,1
755,"Very retro! Amazing hotel service, staff is very friendly and close to many things to explore. Loved it we had a great view both day and night. Very glad we stood in the Gran Hotel cuidad Mexico",2018,8,1
756,"Beautiful elegant hotel. Service excellent. Jorge and Salvador greet you kindly and are very helpful. In the delicious upstairs restaurant with a balcony overlooking the palace and cathedral, Cesar and Michelle treat you with friendliness and graciousness. The tasty breakfasts are everything you might want and well served by Daniel, Fernando and Valeria. The rooms are well appointed. A small thing, but truly a blessing, is unlimited bottled water which is much appreciated.",2018,8,1
757,It's a historic hotel in an excellent location. Only problem was I was a little cold and couldn't find a way to warm the room. Only stayed for one night so didn't bother to ask about this - maybe there's an easy solution.,2018,8,1
758,"This hotel is one of a kind, it has a peculiar sense of royalty permeated in it; every wall, every floor and every roof clearly speak of such magnificence. It is a true architectural gem from the past still shining... Everything we experienced here was pleasant and unforgettable. My wife just couldn't stop taking pictures... We arranged our airport pickup through their liaised transportation services and couldn't be more satisfied....they made our short journey efficient and safe. I wish we could have stayed longer....so much to see here... Next time!",2018,8,1
759,"- Service overall was friendly and attentive. - The building itself is a beautiful historical landmark, with a spectacular atrium. - Dining in both the ground floor breakfast buffet and the 4th-floor open-air terrace restaurant were excellent - Hard not to like complimentary champagne available 24/7 at the front desk! - At check- in we were immediately assigned (upgraded?) to a grandiose 3rd-floor corner room with a magnificent view over the Zocalo. - The one-day commercial tour to Taxco that the hotel recommended and subsequently booked for us turned out to be very poor and disappointing ... not the town but the tour company. - One night we were unable to sleep because of very loud hammering going on somewhere near and above our room from 12:00midnight to past 3:00am. Finally I called the front desk and complained. They first suggested moving us to another room for the night. I replied that the only proper solution was for the noise to stop. They finally admitted some work was going on and had it stopped so there was no more noise. They also apologized and gave us a voucher for 2 free dinners on the 4th floor the next day. - One electric window shade in our room went up on its own in the middle of the night several nights in a row. - Our room’s electronically-coded safe did not work with any number we entered. 3 times a security guard had to come open it manually. - The hotel’s $US exchange rate was the best in the area. - We WOULD stay again.",2018,8,1
760,Great majestic hotel and wonder terrace as well looking over the Zocal0,2018,8,1
761,Great views and awesome service! This place is a must if staying in Mexico City.,2018,8,1
762,Sin reseña,2018,8,1
763,Sin reseña,2018,8,1
764,Perfect.,2018,8,1
765,"Gran Hotel Mexico City is a classic luxury hotel located in the historic center of the city. Great location, very comfortable rooms, very friendly and corteous staff . I can't imagine a better place to stay in Mexico City. James Bond stayed here in his last movie Spectre.",2018,8,1
766,"The Gran Hotel CDMX is an such a beautiful property. Lots of history and is located right at the Zocalo. Museums, restaurants, pyramid, shopping all in that location.",2018,8,1
767,It is a beautiful old hotel downtown next to the main plaza. The staff are friendly and quite helpful. It is a great location. Love it. Would come back to the same hotel.,2018,8,1
768,Sin reseña,2018,8,1
769,beautiful historic hotel next to The Zocalo in the city's historic center.,2018,8,1
770,Great majestic hotel and wonder terrace as well looking over the Zocal0,2018,8,1
771,Great views and awesome service! This place is a must if staying in Mexico City.,2018,8,1
772,Sin reseña,2018,8,1
773,Sin reseña,2018,8,1
774,Perfect.,2018,8,1
775,"Gran Hotel Mexico City is a classic luxury hotel located in the historic center of the city. Great location, very comfortable rooms, very friendly and corteous staff . I can't imagine a better place to stay in Mexico City. James Bond stayed here in his last movie Spectre.",2018,8,1
776,"The Gran Hotel CDMX is an such a beautiful property. Lots of history and is located right at the Zocalo. Museums, restaurants, pyramid, shopping all in that location.",2018,8,1
777,It is a beautiful old hotel downtown next to the main plaza. The staff are friendly and quite helpful. It is a great location. Love it. Would come back to the same hotel.,2018,8,1
778,Sin reseña,2018,8,1
779,beautiful historic hotel next to The Zocalo in the city's historic center.,2018,8,1
780,"Excellent hotel, good location, kind staff and perfect service.",2018,7,1
781,"The staff is amazing, the moment u step in to.the beautiful unique hotel, u are greated by the best if the best.",2018,7,1
782,"Right on the Zocalo means you can walk to the best museum in Mexico to learn about 3000 years of history, the belles artes to see an opera and treat yourself to the architecture of several centuries of Europe!",2018,7,1
783,Sin reseña,2018,7,1
784,"Everything was just perfect! Location, service, food, it was a wonderful experience",2018,7,1
785,Sin reseña,2018,7,1
786,"Beautiful location, elegant hotel and superb service!",2018,7,1
787,The location was superb for what we wanted to do and the hotel was incredibly kind and beautiful. I would stay here again!!!,2018,7,1
788,Sin reseña,2018,7,1
789,Beautiful hotel in the heart of the historic center. Very comfortable rooms and attentive staff!,2018,7,1
790,"Excellent hotel, good location, kind staff and perfect service.",2018,7,1
791,"The staff is amazing, the moment u step in to.the beautiful unique hotel, u are greated by the best if the best.",2018,7,1
792,"Right on the Zocalo means you can walk to the best museum in Mexico to learn about 3000 years of history, the belles artes to see an opera and treat yourself to the architecture of several centuries of Europe!",2018,7,1
793,Sin reseña,2018,7,1
794,"Everything was just perfect! Location, service, food, it was a wonderful experience",2018,7,1
795,Sin reseña,2018,7,1
796,"Beautiful location, elegant hotel and superb service!",2018,7,1
797,The location was superb for what we wanted to do and the hotel was incredibly kind and beautiful. I would stay here again!!!,2018,7,1
798,Sin reseña,2018,7,1
799,Beautiful hotel in the heart of the historic center. Very comfortable rooms and attentive staff!,2018,7,1
800,직원분들도 친절하고 최선을 다하는 모습이 좋았습니다. 소칼로 광장 바로 앞이여서 근처 관광하기에도 좋습니다,2018,6,1
801,朝早く9:30に到着してしまい、荷物だけ預かってもらおうと思っていたら、すぐに部屋を用意してくれた。 従業員は皆、気持ちの良い対応で、部屋も清潔で広く、とても良かった。,2018,6,1
802,"Now our favorite hotel in all of MX. Beauty of inside historic hotel is unmatched. Staff is professional, friendly and competent. Rooftop restaurant and server Lety are unmatched anywhere that we have been. A++++++++++++++",2018,6,1
803,"My experience in Mexico City was beautiful. seeing the culture all around meant a lot to me knowing where my ancestors came from the life style of the people there greetings and hospitality, I would go back to see more.",2018,6,1
804,"Beautiful Hotel, Great Staff, Great Stay. If you’re headed to Mexico City make this your home away from home.",2018,6,1
805,Staff was wonderful! The building is a stunning example of art deco. You'll find yourself taking a million pictures of the stained glass ceiling. An underrated and amazing place to stay.,2018,6,1
806,"Beautiful hotel, full of history & wonderful views. Staff was extremely friendly and professional.",2018,6,1
807,"The location is super, the service is also good. But the room on 4th floor is somehow not the price worthwhile. Book a better room, not the normal one, would be ok. Otherwise, give it up.",2018,6,0
808,"This hotel is an excellent choice-large room, clean, beautiful old building,completely remodeled..Champagne available 24/7 for free ! The Zocalo area is very quiet at night (a minus) but active during the day.",2018,6,1
809,"This hotel is perfect on location and staff the guys are great, they always have a smile.",2018,6,1
810,Excellent choice if you want to have a great experience visiting Mexico City's Historic Center. Highly recommended hotel!!,2018,6,1
811,Sin reseña,2018,6,1
812,Perfect yo most attractions,2018,6,1
813,"Experience was great , thank you Jorge for filling our day with laughter",2018,6,1
814,"Amazing hotel, 30 min by taxi from airport , best city location ln historic center, great buffet at cafe Ciudad de Mexico, our favorite today lentil soup with pork.",2018,6,1
815,Staff is very helpful and hotel is very clean. Location is close to everything.,2018,6,1
816,Italy conveniently located near many restaurants,2018,6,1
817,Front desk was friendly and always responsive to any request.,2018,6,1
818,Sin reseña,2018,6,1
819,Great hotel. Amazing service. My only issue is location. If you have to be in el centro then its great but my next trip i would stay in condessa or polanco.,2018,6,1
820,Excellent choice if you want to have a great experience visiting Mexico City's Historic Center. Highly recommended hotel!!,2018,6,1
821,Sin reseña,2018,6,1
822,Perfect yo most attractions,2018,6,1
823,"Experience was great , thank you Jorge for filling our day with laughter",2018,6,1
824,"Amazing hotel, 30 min by taxi from airport , best city location ln historic center, great buffet at cafe Ciudad de Mexico, our favorite today lentil soup with pork.",2018,6,1
825,Staff is very helpful and hotel is very clean. Location is close to everything.,2018,6,1
826,Italy conveniently located near many restaurants,2018,6,1
827,Front desk was friendly and always responsive to any request.,2018,6,1
828,Sin reseña,2018,6,1
829,Great hotel. Amazing service. My only issue is location. If you have to be in el centro then its great but my next trip i would stay in condessa or polanco.,2018,6,1
830,"The hotel is extremely beautiful, it looks antique and elegant, it is a very nice hotel, maybe the restaurant needs to match the beauty and elegance of the hotel, it should be a much better restaurant.",2018,5,1
831,とても質の高いサービスと、ホスピタリティーがあるホテルです。 ただ、エアコンの調整が出来ず、寒い思いをしました。,2018,5,1
832,Sin reseña,2018,5,1
833,"beautiful hotel, in a great part of town, lots to do",2018,5,1
834,You can not find a better location than this. It’s right on the constitution plaza. From the window you can see the cathedral and palacio nacional. Beautiful interior with historical features like the elevator and the stained glass ceiling. Staff was incredibly nice and helpful. All speak realllt good English,2018,5,1
835,Close to the main sights in Mexico City. Lovely experience,2018,5,1
836,We stayed here for our honeymoon and it was so romantic!!!! The dinner at the restaurant Terrza made us felt first romantic. And the interiors of the whole hotel reminded us the movie “ Grand Budapest Hotel”. We will definetly recommend to family and friends to stay for Mexico city’s stay.,2018,5,1
837,Was given complimentary upgrade to large room overlooking main square. Excellent service.,2018,5,1
838,"such a warm welcome, really nice tough to have a special honeymoon platter in room and champagne at front desk",2018,5,1
839,Sin reseña,2018,5,1
840,フロントでのウェルカムシャンパンに気を良くし、建物やエレベーターの歴史的な重厚感を感じ、それを丁寧に説明してもらいながら部屋に案内してもらうとそこにウェルカムスウィーツと風船が飾られていました。レストランでソカロを眺めながらの食事も美味しかったしお姫様気分で滞在できました。 次はもっと長く滞在したいです。,2018,5,1
841,Never had such accomidations anywhere else in the world so far. Very courteous staff and professional. The historic hotel takes back in time. I definitely recommend this hotel to be one of the best in Mexico City.,2018,5,1
842,"O hotel está muito bem localizado, os funcionários muito gentis e prestativos e o conforto é inigualável, mas o restaurante, localizado no terraço em frente à Praça da Constituição, não dá prioridade aos hóspedes. Assim, mesmo reservando uma mesa, os hóspedes ficam em segundo plano. Uma pena!",2018,5,1
843,Perfect Hotel!!! Everything was perfect.,2018,5,1
844,"If you're looking for a hotel in a centralized location, this is it. Excellent location and staff. The only drawback was parking because only valet parking is offered and it closes at 10pm. You're stuck until 6am if you don't retrieve prior.",2018,5,1
845,"Great Service! The welcoming was the best I have had! The guy was super friendly and was giving us a brief history of the hotel. They gave us champagne when we were checking in. Rooms and bathroom clean. It is a beautiful historic hotel. Everything is walking distance. There are small grocery and a pharmacy next to it. There is also a Cielito Querido coffee place right next to it, which I love! I do not know about the food because we did not eat there. I definitely recommend it!",2018,5,1
846,"Beautiful hotel, great rooms (they even have a pillow menu) and great central location.",2018,4,1
847,Amazing!!! Had the best rib eye bbq steak ever at a million dollar view from the roof top restaurant. We even went back to enjoy a brunch the next morning. The best hotel ever!!!,2018,4,1
848,素晴らしかったです。はじめてのメキシコシティ滞在に利用させていただきました。大きな吹き抜けを彩るステンドグラスがとにかくキレイです。昔ながらのエレベーターにも乗せてもらえます。 シティ観光にも便利な立地で、優雅な時間を過ごすことができました。また訪れたいホテルです。ありがとうございました。,2018,4,1
849,I like it. I like it. I like it. I like it. I like it. I like it.,2018,4,1
850,absolutely loved this place. They make you feel soooo special and the location is unbeatable.,2018,4,1
851,great location and beautiful place to spend a weekend in DF may be a little far from good restaurants and night life,2018,4,1
852,"although our stay was brief, this is by far the nicest hotel we have ever stayed in. Not only does the grandeur blow your socks off, the hotel staff is amazing! Our next visit will be longer for sure!",2018,4,1
853,"Lots of restaurants, bars, and historic sites. Walking distance, shops.",2018,4,1
854,"Beautiful hotel, great location, incredibly helpful stuff!",2018,4,1
855,"Great hotel, great service. Would definitely stay again.",2018,4,1
856,One of the most beutiful hotels i have ever stayed in with the friendliest staff.,2018,4,1
857,The mattress in my room was in need of replacement. It was so worn it offered no support and I am still dealing with a sore back.,2018,4,0
858,The hotel is absolutely beautiful. The restaurant’s arw wonderful. The staff was very friendly and helpful.,2018,4,1
859,A really interesting place to stay. The hotel has a lot of character and is brilliantly located for wandering around the 'safe' historic centre of Mexico City.,2018,4,1
860,absolutely loved this place. They make you feel soooo special and the location is unbeatable.,2018,4,1
861,great location and beautiful place to spend a weekend in DF may be a little far from good restaurants and night life,2018,4,1
862,"although our stay was brief, this is by far the nicest hotel we have ever stayed in. Not only does the grandeur blow your socks off, the hotel staff is amazing! Our next visit will be longer for sure!",2018,4,1
863,"Lots of restaurants, bars, and historic sites. Walking distance, shops.",2018,4,1
864,"Beautiful hotel, great location, incredibly helpful stuff!",2018,4,1
865,"Great hotel, great service. Would definitely stay again.",2018,4,1
866,One of the most beutiful hotels i have ever stayed in with the friendliest staff.,2018,4,1
867,The mattress in my room was in need of replacement. It was so worn it offered no support and I am still dealing with a sore back.,2018,4,0
868,The hotel is absolutely beautiful. The restaurant’s arw wonderful. The staff was very friendly and helpful.,2018,4,1
869,A really interesting place to stay. The hotel has a lot of character and is brilliantly located for wandering around the 'safe' historic centre of Mexico City.,2018,4,1
870,The hotel is a historic gem. The staff is outstanding. The location is perfect for tourists. I recommend this hotel to anyone traveling to Mexico City.,2018,3,1
871,Fantastic old style hotel in the heart of the historic city centre. Huge rooms. Staff very helpful.,2018,3,1
872,"Historically unique hotel with several nice details. I'll probably be back! Powerful terrace at the top but the menu feels old and not particularly exciting! If you wish to have your clothes washed, you can expect 12 hours according to the hotel's own information. How is it possible? Will they send them clothes to Guatemala for washing there or what .. What about my clothes I had to remind the hotel about this and it took 14 hours before I had my clothes again !! Terribly bad which obviously affects the overall impression",2018,3,1
873,"Staff was great at check in, they offered you champagne a check in, they gave me a free upgrade so I had view to National Palace and Zocalo. the bell boy was very friendly, rooms are spacious and clean, a little old but in perfect conditions and with all ammenities, water, coffee, etc.",2018,3,1
874,We had a great experience and would definitely return to the Gran Hotel. The staff is great and helpful. The hotel has a great location in the city center. We would definitely return to the same hotel.,2018,3,1
875,"Enjoyed our stay here, the staff was helpful and friendly. Really a plus that hotel guests receive a 25% discount in their restaraunts. Some areas could use a little dusting.",2018,3,1
876,"This is such a beautiful hotel and the location is fantastic. The staff & customer service is top notch. Special shout out to Javier, Mariana, & Enrique who were super friendly and helpful. We would stay here again if we were to come back to Mexico City!!",2018,3,1
877,Sin reseña,2018,3,1
878,ホテルの入り口はチョット分かりにくい所にあったけど周りもレストランとかも多くとても良いホテルでした。ホテルの家具などもセンスが良く良かったです。また使いたいと思います。,2018,3,1
879,This hotel is ideally located to explore the historic district. It is beautiful and comfortable. The service was very good.,2018,3,1
880,The hotel is a historic gem. The staff is outstanding. The location is perfect for tourists. I recommend this hotel to anyone traveling to Mexico City.,2018,3,1
881,Fantastic old style hotel in the heart of the historic city centre. Huge rooms. Staff very helpful.,2018,3,1
882,"Historically unique hotel with several nice details. I'll probably be back! Powerful terrace at the top but the menu feels old and not particularly exciting! If you wish to have your clothes washed, you can expect 12 hours according to the hotel's own information. How is it possible? Will they send them clothes to Guatemala for washing there or what .. What about my clothes I had to remind the hotel about this and it took 14 hours before I had my clothes again !! Terribly bad which obviously affects the overall impression",2018,3,1
883,"Staff was great at check in, they offered you champagne a check in, they gave me a free upgrade so I had view to National Palace and Zocalo. the bell boy was very friendly, rooms are spacious and clean, a little old but in perfect conditions and with all ammenities, water, coffee, etc.",2018,3,1
884,We had a great experience and would definitely return to the Gran Hotel. The staff is great and helpful. The hotel has a great location in the city center. We would definitely return to the same hotel.,2018,3,1
885,"Enjoyed our stay here, the staff was helpful and friendly. Really a plus that hotel guests receive a 25% discount in their restaraunts. Some areas could use a little dusting.",2018,3,1
886,"This is such a beautiful hotel and the location is fantastic. The staff & customer service is top notch. Special shout out to Javier, Mariana, & Enrique who were super friendly and helpful. We would stay here again if we were to come back to Mexico City!!",2018,3,1
887,Sin reseña,2018,3,1
888,ホテルの入り口はチョット分かりにくい所にあったけど周りもレストランとかも多くとても良いホテルでした。ホテルの家具などもセンスが良く良かったです。また使いたいと思います。,2018,3,1
889,This hotel is ideally located to explore the historic district. It is beautiful and comfortable. The service was very good.,2018,3,1
890,"Great hotel, location and staff, everyone is super professional and welcoming, can’t wait to be back as my entire experience was fantastic and Gran hotel and Mexico are awesome",2018,3,1
891,"Great location, service, and very reasonable price",2018,3,1
892,"Wunderbares, klassisches stilvolles Gebäude",2018,3,1
893,"great place to stay while visiting mexico city. hotel is very near to tourist sites and the staff were very friendly. note that uber/taxi drop off and pick up is at the junction of zocalo square, 1 min walk from hotel, and not on front of hotel as the road outside of hotel is for pedestrian only.",2018,3,1
894,"We spent 5 nights at the Gran Hotel. The staff were absolutely superb, the facilities were good considering it is a heritage hotel, and the food was mixed (Breakfast and lunch were excellent, dinner was very average. We had all breakfasts and some lunches at the hotel but no dinners after the first night.",2018,2,1
895,"The building is very beautiful. My room looked out at on the Zocalo, a constant show of flags, bands, festivals, and music, but not noisy. The staff were very helpful. There were some glitches with the lock and key not working on-goingly but all in all I was MOST happy with the choice for me for this trip.",2018,2,1
896,"A beautiful, historic hotel in the heart of the old city center. Wonderful museums within easy walking distance. The hotel staff and service were outstanding.",2018,2,1
897,"Hotel is amazing, you get amazed on every place you look. Reception staff Gabriela, Jose Luis, Jaime and Enrique were very friendly and helpfull. On roof top there is the restaurant with exceptional view of Zocalo, special thanks for Elmer and Marcelo for great service.",2018,2,1
898,"Great location at the heart of central historic district, great facilities, great service and great value add provisions. Although we booked a single bed room, the hotel was flexible enough to provide us a 2-beds room upon our late arrival of the day, and even surprised us with Valentine's day sweets in the room! Welcome drinks at the reception, fruits, water and coffee machine in room provided. Last but not least, the hotel history tour is a charm! Loving every single details of the hotel, and all staffs are welcoming. Will definitely recommend this hotel to anyone who are looking to stay in Mexico City.",2018,2,1
899,Sin reseña,2018,2,1
900,"The hotel is late colonial in building style with some spectacular features, especially stained glass roof. We were made to feel truly like guests rather than customers, from the manager to the doorman. We went on a reduced cost offer but still we were given a wonderful room with view over to the famous cathedral and Zocolo. Help with getting taxis or absolutely anything we wanted to have or do.",2018,2,1
901,"The only feedback I have is that I am the Expedia Gold member and I was upgrade to a JR suite, while my guests were upgraded to a Master Suite. The only bad experience was that they were filming on we couldn't chat while we were in the lobby or take pictures. We were told to be quite or to leave the building. Other than that, great Hotel",2018,2,1
902,居間と寝室が別々のスイート型。広々として家具調度もクオリティが高い。寝室には４隅に柱のあるカーテンで囲われたベッド。洗面所も広々と快適。観光にも食事にも申し分ない立地。受付は良くも悪しくもいかにも五つ星（当サイトでは四つ星となっているが実際には五つ星だったかと）。値段はリーズナブル。但し最上階のレストランには少々失望。スタッフは多いのだがサービスが遅い。客に対してアテンティブとも思えない。黙っていても普通に出てくるトルティーヤチップスとサルサも言わなきゃ持ってこなかったし、ビールが終わる頃になってもまだ前菜のサラダが出なくてこれも催促する羽目に。ワインリスト頼んだらウェイトレスは同僚と喋りながらこちらに顔も向けずポイと置いていった（あのマナー）。料理も値段の割にいまいち。というわけでレストランのサービスが減点。それ以外はまあ快適。,2018,2,1
903,Great location - right on the zocalo. Nice amenities. Staff and welcome was wonderful - especially the complimentary champagne. Building is historic and beautiful. Noisy AC in our room was only issue. Lovely view on the zocalo.,2018,2,1
904,"Hotel com excelentes condições e conforto, muito bom atendimento, cordialidade e serviços de qualidade. Fica em área central da cidade e ao lado dos principais locais históricos para conhecer. Recomendamos!",2018,2,1
905,"Hotel lindíssimo, onde se realizou recepção de casamento de minha filha. Todos os hóspedes eram conhecidos do novo casal, a festa durou até a madrugada, encerrando com um brunch no domingo, com bela vista para o Zócalo",2018,2,1
906,"Casamento de minha filha com festa realizada no Gran Hotel Ciudad De México. Tudo transcorreu bem, exceto por pequenas falhas como sumiço de enfeite do bolo e algumas amenidades colocadas nos toaletes, mas nada que comprometesse a festa! Bufê do hotel muito saboroso!",2018,2,1
907,We had excellent stay in a master suite facing out on the square. We will return to this classic and beautiful hotel.,2018,2,1
908,Sin reseña,2018,2,1
909,"It is located in central of downtown,so easy to go wondering around with principle places.And all the staff with smile. Free update of the rooms. Good location also for local pepple.",2018,2,1
910,"The staff is so nice , upgrade the room v.v yeah~ The hotel view is amazing !!!! Classic style",2018,2,1
911,"Not exactly a five-star hotel as advertised, with the range and quality of amenities and food not always the best, but nonetheless, a hotel of character with a kind, charming staff.",2018,2,1
912,"The art deco design of the hotel is breathtaking. The atrium with its colourful Tiffany glass roof, the delicate wrought iron elevators and canary cages put a smile on our faces each time we entered. Complementary coffee and wine at the reception desk is a nice touch.",2018,2,1
913,"I had my first experience in this hotel as a very young woman and had fond memories of my stay. Thirty years later, I haven't been disappointed. Great place to experience everything that is Downtown, and my room had a great view of te Zocalo.",2018,2,1
914,Every thing is good only no heater facility. Only provided a separate heater of which is not enough warm at night. Also the light of the electricity heater is bright when on. The whole night I could not sleep well. Cold and bright in the room.,2018,2,1
915,"What a lovely old hotel, the atrium is beyond spectacular and the staff where amazing and very helpful, nice comfortable rooms and a great view from the restaurant at the top. location location location right on the main square and surrounded by great walkable areas, literally surrounded by culture and history",2018,1,1
916,Great location and service was amazing. No complaints,2018,1,1
917,"The stay in this hotel was amazing and all the staff were very friendly, I would recommend anyone to stay here.",2018,1,1
918,"From the very friendly couple who walked me from the bus to the doorman who greeted me by name and on and on, my stay here was so very p,easant.",2018,1,1
919,We stayed at this wonderful hotel which has an out of this world atrium. Personnel was extremely courteous and anazingly knowledgeable. Price wise not bad for a hotel this category and most important for the location whci is close to everything you need to know.,2018,1,1
920,"The staff is so nice , upgrade the room v.v yeah~ The hotel view is amazing !!!! Classic style",2018,2,1
921,"Not exactly a five-star hotel as advertised, with the range and quality of amenities and food not always the best, but nonetheless, a hotel of character with a kind, charming staff.",2018,2,1
922,"The art deco design of the hotel is breathtaking. The atrium with its colourful Tiffany glass roof, the delicate wrought iron elevators and canary cages put a smile on our faces each time we entered. Complementary coffee and wine at the reception desk is a nice touch.",2018,2,1
923,"I had my first experience in this hotel as a very young woman and had fond memories of my stay. Thirty years later, I haven't been disappointed. Great place to experience everything that is Downtown, and my room had a great view of te Zocalo.",2018,2,1
924,Every thing is good only no heater facility. Only provided a separate heater of which is not enough warm at night. Also the light of the electricity heater is bright when on. The whole night I could not sleep well. Cold and bright in the room.,2018,2,1
925,"What a lovely old hotel, the atrium is beyond spectacular and the staff where amazing and very helpful, nice comfortable rooms and a great view from the restaurant at the top. location location location right on the main square and surrounded by great walkable areas, literally surrounded by culture and history",2018,1,1
926,Great location and service was amazing. No complaints,2018,1,1
927,"The stay in this hotel was amazing and all the staff were very friendly, I would recommend anyone to stay here.",2018,1,1
928,"From the very friendly couple who walked me from the bus to the doorman who greeted me by name and on and on, my stay here was so very p,easant.",2018,1,1
929,We stayed at this wonderful hotel which has an out of this world atrium. Personnel was extremely courteous and anazingly knowledgeable. Price wise not bad for a hotel this category and most important for the location whci is close to everything you need to know.,2018,1,1
930,"Beautiful hotel, amazing staff, from check in to check out, great service and can't wait to go back!",2018,1,1
